name,type,lat,lng,address,rating,reviews,budget,time_h,mood,description,popular,source
Nimbarka Temple,Temple,26.8144,75.7765,Jaipur Rajasthan,4.3,400,Regular,1.0,Spiritual,Classical temple dedicated to Nimbarka Saint with rituals,No,TripAdvisor
Ramsagar Fort,Fort,25.5413,74.629,Udaipur Rajasthan,4.1,400,Regular,1.5,Cultural,Fort near water body steeped in regional history,No,Local Guide
Rajloka Wildlife Sanctuary,Wildlife Sanctuary,26.9638,75.8953,Jaipur Rajasthan,4.2,650,Regular,2.5,Relaxation,Forest sanctuary with diverse leopaard and bird populations,No,Holidify
Raghunath Temple,Temple,27.6039,75.1974,Churu Rajasthan,4.1,400,Regular,1.0,Spiritual,Popular temple known for annual fairs and rituals,No,TripAdvisor
Meerabai Temple,Temple,26.6358,74.0311,Merta Rajasthan,4.3,1400,Regular,1.0,Spiritual,Temple dedicated to the saint poetess Mirabai with devotional history,No,Holidify
Bani Park,Public Park,26.9148,75.7954,Jaipur Rajasthan,4.2,2100,Regular,1.0,Relaxation,Popular urban park with green lawns and recreational areas,No,TripAdvisor
Sethani Ka Johra,Stepwell,26.9149,75.8224,Jaipur Rajasthan,4.3,930,Regular,1.0,Cultural,Historic water reservoir with architecturally rich steps,No,Holidify
Sanganer City,Heritage Town,26.8085,75.7757,Jaipur Rajasthan,4.3,1200,Regular,1.5,Cultural,Ancient town known for textile printing and cultural heritage,No,Local Blogs
Pilibangan Archaeological Site,Heritage Site,29.8891,74.6344,Sri Ganganagar Rajasthan,4.0,250,Regular,1.5,Cultural,Ancient Indus Valley settlement excavation site of significance,No,ASI
Kishangarh City Museum,Museum,26.5632,74.6249,Kishangarh Rajasthan,4.1,560,Regular,1.2,Cultural,Museum hosting regional art and royal objects,No,Local Guide
Chohla Dungar Temple,Temple,26.4851,73.5485,Udaipur Rajasthan,4.0,150,Regular,1.0,Spiritual,Hilltop temple with scenic views and peaceful surroundings,No,Local Info
Kumbhalgarh Wild Animal Corridor,Wildlife Corridor,25.1572,73.5842,Kumbhalgarh Rajasthan,4.4,830,Regular,3.5,Relaxation,Designated wildlife movement paths between forest patches,No,Holidify
Mandawa Frescoes Tour,Festival,28.0552,75.1451,Mandawa Rajasthan,4.5,1450,Regular,1.5,Cultural,Annual event showcasing local fresco art and crafts,No,Holidify
Harshad Mata Temple,Temple,26.1033,75.5981,Sikar Rajasthan,4.2,450,Regular,1.0,Spiritual,Popular hill temple worshipped by locals and pilgrims,No,Local Guide
Mandwar Stepwell,Stepwell,27.0261,75.8462,Jaipur Rajasthan,4.0,150,Regular,1.0,Cultural,Decorative stepwell with historical significance,No,Local Heritage
Hathisar Fort,Fort,25.4469,75.6321,Bundi Rajasthan,4.1,120,Regular,1.5,Cultural,Small fort known for its strategic location and local history,No,Holidify
Raghunathgarh Fort,Fort,27.6205,75.8398,Jaipur Rajasthan,4.1,270,Regular,1.5,Adventure,Old hill fort with panoramic Jaipur views,No,Local Guide
Taragarh Light and Sound Show,Event,25.3945,75.6443,Bundi Rajasthan,4.3,1150,Regular,1.5,Cultural,Night show depicting history of Taragarh Fort,Yes,TripAdvisor
Sola Khambha Temple,Temple,26.9143,75.8193,Jaipur Rajasthan,4.2,700,Regular,1.1,Spiritual,Temple with sixteen pillars and intricate carvings,No,Local Guide
Bandi Dham,Temple,26.988,75.8312,Jaipur Rajasthan,4.2,260,Regular,1.0,Spiritual,Local temple complex with active worship,No,Local Guide
Samtara Dargah,Spiritual Site,27.687,75.1923,Churu Rajasthan,4.1,400,Regular,1.0,Spiritual,Popular Sufi shrine with annual festive gatherings,No,TripAdvisor
Narnaul Heritage Site,Historic Site,28.0412,75.0317,Narnaul Rajasthan,4.0,570,Regular,1.5,Cultural,Historic monuments including baolis and forts,No,Local Guide
Akshardham Cultural Complex,Temple,26.9928,75.8688,Jaipur Rajasthan,4.7,22000,Premium,1.5,Spiritual,Modern temple with cultural exhibitions and gardens,No,Google Maps
Murlipura Garden,Garden,26.9004,75.8007,Jaipur Rajasthan,4.2,1500,Regular,1.2,Relaxation,Quiet garden with shaded paths and local flora,No,Local Guide
Chandpole Baoli,Stepwell,26.9198,75.8253,Jaipur Rajasthan,4.0,95,Regular,1.0,Cultural,Historic baoli with clean stepped architecture,No,Local Guide
Savara Wildlife Sanctuary,Wildlife Sanctuary,24.7881,74.2101,Banswara Rajasthan,4.2,600,Regular,2.5,Relaxation,Rich sanctuary featuring diverse flora and fauna,No,Holidify
Nawalgarh Heritage Trail,Tour,28.0328,75.1612,Nawalgarh Rajasthan,4.3,1120,Regular,2.0,Cultural,Walking tour through heritage havelis and palaces,No,Holidify
Raj Bhuvan Vilas Palace,Palace,24.5841,73.6842,Udaipur Rajasthan,4.3,2800,Regular,1.5,Cultural,Historic palace in the heart of Udaipur with royal heritage,No,Local Guide
Bhagwan Mahavir Wildlife Sanctuary,Wildlife Sanctuary,25.65,74.983,Bhilwara Rajasthan,4.3,760,Regular,2.5,Relaxation,Sanctuary rich in biodiversity with guided nature walks,No,Holidify
Birla Temple,Temple,26.8246,75.8136,Jaipur Rajasthan,4.6,29000,Regular,1.2,Spiritual,Modern marble temple known for architectural beauty,Yes,TripAdvisor
Junagarh Fort Gallery,Fort Museum,28.0295,73.3145,Bikaner Rajasthan,4.7,15800,Moderate,2.5,Cultural,Museum showcasing royal heritage inside Junagarh Fort,Yes,TripAdvisor
Mahansar Haveli,Heritage Mansion,27.657,75.0537,Mahansar Rajasthan,4.3,300,Regular,1.3,Cultural,Colorful merchant mansion with detailed frescoes and art,No,Holidify
Bharatpur Bird Sanctuary,Bird Sanctuary,27.2149,77.4882,Bharatpur Rajasthan,4.7,15000,Regular,3.0,Relaxation,UNESCO recognised wetland famous for Siberian cranes,Yes,Holidify
Baliyo Desert Camp,Camp,26.876,70.5768,Jaisalmer Rajasthan,4.5,1250,Moderate,2.0,Adventure,Desert camp offering cultural programs and camel safaris,Yes,Holidify
Mandor Fort Temple Complex,Temple,26.3239,73.0371,Jodhpur Rajasthan,4.3,900,Regular,1.5,Spiritual,Historic temples within the Mandor gardens complex,No,Local Info
Raghukul Stepwell,Stepwell,26.9922,75.841,Jaipur Rajasthan,4.0,80,Regular,1.0,Cultural,Symmetrically designed baoli with clean water and peaceful setting,No,Local Heritage
Kaylana Lake,Lake,26.2673,73.0078,Jodhpur Rajasthan,4.4,5800,Regular,1.4,Relaxation,Manmade lake ideal for sunsets and peaceful boat rides,No,TripAdvisor
Khejri Village,Authentic Village,26.5093,74.9157,Nagaur Rajasthan,4.1,90,Regular,1.5,Cultural,Village with traditional mud houses and local handicrafts,No,Local Blogs
Sambhar Heritage Walk,Guided Tour,26.9751,75.1988,Sambhar Rajasthan,4.1,300,Regular,2.0,Cultural,Tour exploring salt lake history and old railways,No,Holidify
Guda Vishnoi Safari,Nature Safari,26.2503,73.1818,Jodhpur Rajasthan,4.5,1400,Regular,3.0,Relaxation,Eco safari in Bishnoi village known for wildlife and lakes,No,Holidify
Kishangarh Marble Art Museum,Museum,26.5666,74.6267,Kishangarh Rajasthan,4.3,620,Regular,1.2,Cultural,Showcases marble craftsmanship and sculpture traditions,No,TripAdvisor
Lalsagar Lake,Lake,26.3111,73.0001,Jodhpur Rajasthan,4.0,100,Regular,1.3,Relaxation,Small lake surrounded by rural temples and trees,No,Local Info
Shree Shitaleshwar Mahadev Temple,Temple,24.8811,73.2192,Sirohi Rajasthan,4.1,85,Regular,1.1,Spiritual,Hindu temple famous for Shivratri and ancient legend,No,TripAdvisor
Gagrin Chowk,Historic Square,26.5333,75.7847,Jaipur Rajasthan,4.0,390,Regular,1.0,Cultural,City square surrounded by old town walls and local shops,No,Local Blogs
Morijawala Baori,Stepwell,27.0219,75.8994,Jaipur Rajasthan,4.0,65,Regular,1.0,Cultural,Hidden stepwell with beautiful arches popular among photographers,No,Local Guide
Gudha Heritage Walk,Historic Tour,27.3478,75.2365,Gudha Rajasthan,4.2,330,Regular,1.8,Cultural,Guided walk through painted havelis and temples,No,Holidify
Khatu Shyam Kirtan Bhawan,Spiritual Center,27.5311,75.5633,Khatu Rajasthan,4.6,1400,Regular,1.2,Spiritual,Hall used for Krishna devotional music and gatherings,Yes,TripAdvisor
Laxmangarh Fort,Fort,27.8222,75.0273,Laxmangarh Rajasthan,4.1,460,Regular,1.5,Cultural,Impressive citadel with panoramic views over Shekhawati,No,Holidify
Ramgarh Lake Garden,Garden,26.9388,75.8442,Jaipur Rajasthan,4.2,510,Regular,1.0,Relaxation,Garden on lake shore great for walking and quiet moments,No,Local Info
Shrinathji Haveli,Temple,26.9256,75.8189,Jaipur Rajasthan,4.7,950,Regular,1.2,Spiritual,Haveli turned Vaishnavite temple with daily rituals and modaks,No,Holidify
Bhagwanpura Forest,Wild Forest,25.1111,73.6012,Banswara Rajasthan,4.2,300,Regular,2.5,Relaxation,Undisturbed woods with trekking paths and occasional leopard sightings,No,Local Guide
Tinwari Fort,Fort,26.6545,72.8311,Jodhpur Rajasthan,4.1,120,Regular,1.4,Cultural,Old stone fort on desert edge offering solitude and views,No,Local Blogs
Alniyawas Stepwell,Stepwell,27.0151,75.8205,Jaipur Rajasthan,4.0,90,Regular,1.0,Cultural,Ancient stepwell with symmetrical architecture and shaded space,No,Local Heritage
Patoda Palace,Palace,26.5083,74.9021,Nagaur Rajasthan,4.2,320,Regular,1.2,Cultural,Small royal residence with traditional artwork,No,Local Blogs
Pir Takiya Dargah,Sufi Shrine,27.56,76.622,Alwar Rajasthan,4.3,410,Regular,1.0,Spiritual,Shrine busy during Urs and Sufi festivals,No,TripAdvisor
Talwara Lake,Lake,27.5625,75.9211,Sikar Rajasthan,4.0,230,Regular,1.5,Relaxation,Rural lake with migratory birds and picnic spots,No,Local Guide
Pal Bagichi,Garden,26.872,75.8207,Jaipur Rajasthan,4.1,170,Regular,1.0,Relaxation,Neighborhood park with walking paths and shade,No,Local Info
Bagod Haveli,Haveli,28.0559,75.1457,Mandawa Rajasthan,4.3,200,Regular,1.2,Cultural,Ornate painted haveli with folk stories and family history,No,Local Blogs
Rundhiya Stepwell,Stepwell,26.9756,75.8001,Jaipur Rajasthan,4.0,90,Regular,1.0,Cultural,Symmetrical stepwell with emerald green water and old trees,No,Local Heritage
Pratapgarh Fort,Fort,24.0305,74.7916,Pratapgarh Rajasthan,4.1,170,Regular,1.4,Cultural,Ruined fort on rocky outcrop famous for sunrise views,No,Local Info
Talwandi Stepwell,Stepwell,26.9875,75.8397,Jaipur Rajasthan,4.0,70,Regular,1.0,Cultural,Unrestored village stepwell hidden behind old houses,No,Local Guide
Shivpura Chhatri,Memorial,26.4136,75.4932,Tonk Rajasthan,4.1,80,Regular,1.1,Cultural,Small domed royal memorial in quiet countryside,No,Local Guide
Chillawali Stepwell,Stepwell,27.2174,76.5128,Bharatpur Rajasthan,4.0,71,Regular,1.0,Cultural,Ancient village well with stone stairs and wooden canopy,No,Local Guide
Mahendragarh Haveli,Mansion,27.2932,75.1867,Jhunjhunu Rajasthan,4.2,130,Regular,1.2,Cultural,Decorated haveli with traditional murals and lattice work,No,Holidify
Mavli Dam,Lake,24.465,73.6981,Mavli Rajasthan,4.0,93,Regular,1.3,Relaxation,Rural lake popular for walking and green surroundings,No,Local Blogs
Morari Park,Urban Park,26.8962,75.8222,Jaipur Rajasthan,4.1,340,Regular,1.0,Relaxation,Neighborhood park with flowers and kids play area,No,Local Guide
Bhinder Fort,Fort,24.5108,74.1859,Bhinder Rajasthan,4.2,180,Regular,1.5,Cultural,Small fortress with arched entry and open courtyards,No,Local Heritage
Balaji Dham Temple,Temple,26.9122,75.8171,Jaipur Rajasthan,4.3,790,Regular,1.1,Spiritual,Popular temple with annual fairs and spiritual chants,No,Local Blogs
Pipliya Lake,Lake,24.7564,74.1653,Chittorgarh Rajasthan,4.1,75,Regular,1.3,Relaxation,Greenish lake with local boats and fishing,No,Local Guide
Pahari Market,Market,26.8239,75.6755,Pahari Rajasthan,4.2,180,Regular,1.1,Shopping,Small rural market with food stalls and crafts,No,Local Blogs
Kalyanpura Jain Temple,Temple,25.4902,74.8007,Bhilwara Rajasthan,4.4,220,Regular,1.1,Spiritual,Simple marble temple known for peaceful aarti,No,Jain Community
Haripura Stepwell,Stepwell,26.9894,75.8451,Jaipur Rajasthan,4.0,60,Regular,1.0,Cultural,Unrestored stepwell partly hidden by village trees,No,Local Guide
Tejaji Mandir,Temple,26.2341,75.8651,Ajmer Rajasthan,4.3,120,Regular,1.0,Spiritual,Temple for folk hero Tejaji worshipped for protection,No,TripAdvisor
Kuncholi Fort,Fort,24.9193,73.0869,Udaipur Rajasthan,4.0,91,Regular,1.5,Cultural,Historic lonely fort with rugged stonework,No,Local Heritage
Kiara Baoli,Stepwell,27.0185,75.8409,Jaipur Rajasthan,4.1,65,Regular,1.0,Cultural,Small rural baoli with ancient steps and square pool,No,Local Blogs
Morwa Village,Heritage Village,27.1439,75.871,Morwa Rajasthan,4.1,90,Regular,1.4,Cultural,Colorful mud houses and camel herder traditions,No,Local Guide
Meenawara Mandir,Temple,26.9178,75.8071,Jaipur Rajasthan,4.2,220,Regular,1.0,Spiritual,Temple with domed roof and yearly folk festival,No,TripAdvisor
Narhar Dham,Temple,28.1296,76.1601,Churu Rajasthan,4.5,800,Regular,1.3,Spiritual,Popular hill temple dedicated to Balaji in forest setting,No,Local Blogs
Balunda Fort,Fort,25.5732,74.6541,Bhilwara Rajasthan,4.0,100,Regular,1.5,Cultural,Hillock fort ideal for trekking and village view,No,Local Guide
Bhainsaudgarh Sanctuary,Sanctuary,24.232,75.4762,Bhilwara Rajasthan,4.2,140,Regular,2.0,Relaxation,Forest reserve with peacocks and antelope,No,Holidify
Nehru Udyan,Garden,26.9113,75.7986,Jaipur Rajasthan,4.0,780,Regular,1.0,Relaxation,Old garden park with open lawns and jogging,No,TripAdvisor
Rampura Haveli,Haveli,26.5007,74.981,Ajmer Rajasthan,4.1,120,Regular,1.3,Cultural,Historic mansion with faded wall paintings and stories,No,Local Blog
Barli Stepwell,Stepwell,25.8995,74.753,Barli Rajasthan,4.1,55,Regular,1.0,Cultural,Village stepwell with octagonal shaft and stone alcoves,No,Local Heritage
Raghunathji Mandir,Temple,24.5883,74.9797,Chittorgarh Rajasthan,4.2,210,Regular,1.2,Spiritual,Old temple with painted ceilings and local worship,No,TripAdvisor
Lakhewali Fort,Fort,29.9846,74.9672,Sri Ganganagar Rajasthan,4.0,70,Regular,1.4,Cultural,Famous for Indo Mughal gateway and rural village fairs,No,Local Guide
Chandesara Dam,Lake,24.4451,74.1506,Banswara Rajasthan,4.2,210,Regular,1.3,Relaxation,Artificial lake for irrigation and green walking trail,No,Local Guide
Soniyon Ka Kund,Stepwell,26.9216,75.8237,Jaipur Rajasthan,4.0,60,Regular,1.0,Cultural,Small old baoli preserved in city lane,No,Local Blogs
Guman Singh Haveli,Haveli,27.315,75.1075,Mandawa Rajasthan,4.3,250,Regular,1.2,Cultural,Brightly colored Shekhawati mansion with stories,No,Holidify
Googa Medhi,Religious Site,27.8019,75.3511,Churu Rajasthan,4.3,130,Regular,1.1,Spiritual,Sacred rural shrine dedicated to folk snake god,No,Local Blog
Takhatsagar,Manmade Lake,26.2971,73.0198,Jodhpur Rajasthan,4.1,670,Regular,1.2,Relaxation,Small blue lake offering city reflection views,No,TripAdvisor
Sata Mata Mandir,Temple,25.8498,74.127,Chittorgarh Rajasthan,4.2,140,Regular,1.0,Spiritual,Cave temple in the hills for local goddess,No,Local Guide
Khejadli Memorial,Site,27.0708,73.6218,Jodhpur Rajasthan,4.3,270,Regular,1.2,Cultural,Sacred site of Bishnoi tree sacrifice story,No,Local Heritage
Kot Marot Temple,Temple,27.4602,76.4172,Bharatpur Rajasthan,4.3,180,Regular,1.1,Spiritual,Ancient temple with impressive tiled inner sanctum,No,TripAdvisor
Bai Ka Talab,Nature Spot,24.7927,73.1405,Bhilwara Rajasthan,4.1,110,Regular,1.2,Relaxation,Serene pond with lotuses and herons,No,Local Guide
Boobah Stepwell,Stepwell,27.0305,75.849,Jaipur Rajasthan,4.0,80,Regular,1.0,Cultural,Historic water structure hidden in rural neighborhood,No,Local Guide
Rabari Mandir,Temple,25.3164,74.123,Bhilwara Rajasthan,4.2,130,Regular,1.1,Spiritual,Hillside temple with panoramic landscape,No,Local Blogs
Badpura Fort,Fort,24.5822,74.8006,Udaipur Rajasthan,4.0,62,Regular,1.2,Cultural,Ruined fort at forest edge popular for sunrise,No,Holidify
Shahpura Stepwell,Stepwell,25.627,74.9285,Shahpura Rajasthan,4.1,50,Regular,1.0,Cultural,Square stepwell overgrown with grass and old idols,No,Local Blogs
Titarwala Garden,Garden,26.9017,75.7971,Jaipur Rajasthan,4.1,420,Regular,1.0,Relaxation,Urban park with open lawn and benches,No,TripAdvisor
Basera Baoli,Stepwell,26.9901,75.8427,Jaipur Rajasthan,4.0,85,Regular,1.0,Cultural,Stepwell with echo chamber effect and shallow waters,No,Local Guide
Pali Haveli,Haveli,25.7724,73.3288,Pali Rajasthan,4.2,140,Regular,1.3,Cultural,Mud and lime mansion in blue lanes of town,No,Local Blogs
Charbhuja Dham,Temple,25.0533,73.7062,Rajsamand Rajasthan,4.6,1800,Regular,1.1,Spiritual,Historic Krishna temple with festivals attended by pilgrims,No,TripAdvisor
Ker River Sanctuary,Sanctuary,24.1227,74.0984,Banswara Rajasthan,4.2,98,Regular,2.2,Relaxation,Riverbank watching site for birds including kingfisher,No,Local Guide
Golchor Market,Market,26.9049,75.8202,Jaipur Rajasthan,4.0,800,Regular,1.0,Shopping,Open bazaar in the heart of city for handicrafts,No,Local Info
Bada Hanuman Mandir,Temple,26.9146,75.824,Jaipur Rajasthan,4.4,1600,Regular,1.3,Spiritual,Large red temple famous for Tuesday worship,No,TripAdvisor
Dhanla Hills,Scenic Point,26.9873,75.8488,Jaipur Rajasthan,4.3,155,Regular,1.5,Relaxation,Hills carpeted with wildflowers in monsoon season,No,Local Guide
Gokul Fort,Fort,26.9012,75.8266,Jaipur Rajasthan,4.0,80,Regular,1.2,Cultural,Ruined village fort with panoramic views,No,Local Blogs
Mahadeo Temple,Temple,24.8861,73.8932,Banswara Rajasthan,4.2,110,Regular,1.1,Spiritual,Temple on river bank linked to local hermit tales,No,Jain Heritage
Dhadhwada Stepwell,Stepwell,27.0078,75.8762,Jaipur Rajasthan,4.1,60,Regular,1.0,Cultural,Shady stepwell popular with rural women on summer days,No,Local Guide
Mahua Dham,Temple,25.1721,74.4568,Bhilwara Rajasthan,4.2,97,Regular,1.0,Spiritual,Quiet stone temple hidden in neem grove region,No,Local Blogs
Rathi Stepwell,Stepwell,27.0293,75.8322,Jaipur Rajasthan,4.1,66,Regular,1.0,Cultural,Baoli in rural hamlet visited for its geometry and shade,No,Local Guide
District Museum Jhalawar,Museum,24.6012,76.1541,Jhalawar Rajasthan,4.0,85,Regular,1.1,Cultural,Houses artifacts regional coins and royal portraits,No,TripAdvisor
Kanchanpura Lake,Lake,26.7556,73.9817,Jodhpur Rajasthan,4.0,77,Regular,1.3,Relaxation,Farmers lake and birdwatching point on village outskirts,No,Local Guide
Guda Hanuman Temple,Temple,26.9948,75.84,Jaipur Rajasthan,4.2,100,Regular,1.0,Spiritual,Small red temple known for annual Hanuman Jayanti festival,No,TripAdvisor
Agrasen Chhatri,Memorial,26.9289,75.8306,Jaipur Rajasthan,4.1,60,Regular,1.0,Cultural,Peaceful domed monument popular for old city sunset,No,Local Guide
Damodarpura Panchayat,Heritage Spot,24.8909,74.0407,Chittorgarh Rajasthan,4.0,54,Regular,1.1,Cultural,Classical rural square with meeting well and 100 year banyan,No,Local Blog
Shivganj Market,Market,25.3891,73.0159,Pali Rajasthan,4.2,110,Regular,1.1,Shopping,Bustling farmers market with cheap pulses pots and sweets,No,Local Blogs
Bharawas Fort,Fort,28.1094,76.0065,Alwar Rajasthan,4.0,100,Regular,1.4,Cultural,Ruins on hilltop with kites and occasional local gatherings,No,Local Guide
Laxminarayan Mandir,Temple,26.9214,75.8191,Jaipur Rajasthan,4.3,770,Regular,1.0,Spiritual,Active temple with daily morning aartis,No,TripAdvisor
Shri Mansa Mata Mandir,Temple,27.5419,77.1753,Bharatpur Rajasthan,4.2,210,Regular,1.1,Spiritual,Hill temple well known for Navratri celebrations,No,Local Blog
Bhairavi Lake,Artificial Pond,25.7129,75.6454,Bundi Rajasthan,4.0,90,Regular,1.2,Relaxation,Seasonal lake forming after monsoon for local kids swimming,No,Local Guide
Chandragarh Fort,Fort,24.4991,74.7861,Chittorgarh Rajasthan,4.0,82,Regular,1.4,Cultural,High ridge fort ideal for trekkers and sunrise walks,No,Holidify
Tatia Haveli,Mansion,27.3024,75.1335,Nawalgarh Rajasthan,4.2,150,Regular,1.2,Cultural,Restored haveli with myth paintings and traditional courtyard,No,Heritage Trust
Goleshwar Mahadev Temple,Temple,24.9534,74.3902,Banswara Rajasthan,4.2,180,Regular,1.1,Spiritual,Temple near river famous for local shravan fair,No,Local Guide
Thambakhera Waterfall,Nature Site,29.028,74.4106,Hanumangarh Rajasthan,4.1,47,Regular,1.3,Relaxation,Rainy season waterfall with village picnics and shallow pools,No,Local Info
Dholi Dungri,Scenic Hill,26.4817,75.7718,Dausa Rajasthan,4.0,120,Regular,1.0,Relaxation,White chalk hill top with panoramic fields below,No,Local Blogs
Baglasar Chhatri,Memorial,26.8888,75.9049,Jaipur Rajasthan,4.1,55,Regular,1.0,Cultural,Historic domed structure at city outskirts,No,Local Guide
Shri Sankat Mochan Hanuman Mandir,Temple,26.892,75.8263,Jaipur Rajasthan,4.3,920,Regular,1.0,Spiritual,Hill temple for Hanuman with busy Tuesday darshan,No,TripAdvisor
Uday Mandir Churu,Temple,28.2945,74.9952,Churu Rajasthan,4.2,83,Regular,1.2,Spiritual,Colorful town temple with Rajasthani tile work and fairs,No,Local Blogs
Chauki Ghat,Picnic Spot,25.9563,73.6166,Kumbhalgarh Rajasthan,4.1,96,Regular,1.4,Relaxation,Peaceful river ghat with floating birds and shade,No,TripAdvisor
Rajguru Heritage Home,Haveli,26.9109,75.8257,Jaipur Rajasthan,4.2,110,Regular,1.0,Cultural,Decorated old town haveli now a guesthouse,No,Heritage Stay
Dantaramgarh Fort,Fort,27.3748,75.2372,Sikar Rajasthan,4.1,120,Regular,1.3,Cultural,Ridge top fort with lady watchtowers and peepal tree,No,Local Info
Bhagwanpura Cave,Historic Cave,24.4602,74.0029,Banswara Rajasthan,4.0,50,Regular,1.0,Cultural,Prehistoric shelter with bats shallow pools and rock carvings,No,TripAdvisor
Janardan Rai Nagar Dam,Lake,24.5123,73.7836,Udaipur Rajasthan,4.0,55,Regular,1.2,Relaxation,Small dam offering dramatic mountain backdrop,No,Local Blogs
Jorawar Baoli,Stepwell,27.0172,75.8184,Jaipur Rajasthan,4.1,80,Regular,1.0,Cultural,Multi tier stepwell with violet flowers and pigeons,No,Local Guide
Baroda Haveli,Historic Home,25.5489,74.989,Bhilwara Rajasthan,4.0,120,Regular,1.1,Cultural,Painted mud mansion now part of school,No,Local Info
Tejaji Nagri,Temple,26.8199,75.9416,Jaipur Rajasthan,4.2,133,Regular,1.0,Spiritual,White temple hosting local deity worship,No,Local Guide
Hardama Nala Picnic Point,Nature,26.7812,73.0314,Jodhpur Rajasthan,4.2,74,Regular,1.2,Relaxation,Seasonal rivulet with stony banks and big shade trees,No,Local Blogs
Gangaur Chaugan,Festival Ground,26.9199,75.8179,Jaipur Rajasthan,4.3,2200,Regular,1.1,Cultural,City ground for Gangaur festival and community shows,Yes,TripAdvisor
Barli Devi Temple,Temple,25.9008,74.7522,Barli Rajasthan,4.2,120,Regular,1.1,Spiritual,Simple rural temple with lively annual fair,No,Local Blogs
Lunkaransar Lake,Lake,28.4007,73.7799,Bikaner Rajasthan,4.1,150,Regular,1.3,Relaxation,Saline wetland drawing flamingos and cranes in winter,No,Local Guide
Karnikund Fort,Fort,24.7851,74.4401,Banswara Rajasthan,4.0,70,Regular,1.4,Cultural,Famous ruined plateau fort at edge of small village,No,Holidify
Pali Mandir Lane,Old Street,25.774,73.322,Pali Rajasthan,4.1,220,Regular,1.0,Cultural,Narrow bazaar lane lined with earliest temples and shrines,No,Local Guide
Rath Kshetra Shrine,Temple,26.8808,75.8237,Jaipur Rajasthan,4.3,90,Regular,1.1,Spiritual,New marble shrine with elephants and open platform,No,Local Magic
Lalgarh Mahadev Mandir,Temple,28.0434,73.3277,Bikaner Rajasthan,4.3,480,Regular,1.0,Spiritual,Rural temple with high gopuram near palace walls,No,TripAdvisor
Sonar Baithak Mandal,Music Venue,26.9209,75.8223,Jaipur Rajasthan,4.1,175,Regular,1.1,Cultural,Local music school for shehnai tabla and sitar,No,Local Blogs
Ram Dev Sagar Lake,Lake,26.9355,75.8494,Jaipur Rajasthan,4.1,350,Regular,1.2,Relaxation,Farmers irrigation pond popular for early morning walks,No,Local Info
Hariom Park,Urban Garden,26.9214,75.8278,Jaipur Rajasthan,4.2,150,Regular,1.0,Relaxation,Small park with bright flowers and exercise rails,No,Local Guide
Kalera Jain Temple,Temple,25.95,74.6678,Bhilwara Rajasthan,4.4,110,Regular,1.1,Spiritual,Simple marble Jain shrine with small glass dome,No,Jain Community
Wasai Baoli,Stepwell,27.0045,75.8125,Jaipur Rajasthan,4.0,58,Regular,1.0,Cultural,Old city stepwell now enclosed by houses and neem trees,No,Local Guide
Deh Stepwell,Stepwell,27.1101,75.3372,Sikar Rajasthan,4.0,43,Regular,1.0,Cultural,Cut stone square stepwell dating back centuries,No,Local Blogs
Hingonia Cow Sanctuary,Sanctuary,26.8714,75.9143,Jaipur Rajasthan,4.3,500,Regular,1.8,Relaxation,Gaushala dedicated to animal welfare and bhajan gatherings,No,Local Info
Chhatarpal Talab,Lake,26.1202,75.876,Tonk Rajasthan,4.0,60,Regular,1.2,Relaxation,Artificial pond amidst yellow flower fields,No,Local Blogs
Dariyabad Park,Urban Park,27.3201,75.3289,Sikar Rajasthan,4.1,105,Regular,1.0,Relaxation,Garden park named for breeze winds open year round,No,Local Guide
Maangarh Dham,Temple,24.2359,74.1832,Banswara Rajasthan,4.2,200,Regular,1.2,Spiritual,Local Bhil farm deity shrine with annual festival,No,Local Blogs
Nimbi Jodha Haveli,Haveli,27.6531,73.3303,Nimbi Rajasthan,4.2,52,Regular,1.1,Cultural,Pastel painted merchant home with arched balcony,No,Holidify
Raniwada Waterfall,Natural Site,24.2697,72.6688,Jalore Rajasthan,4.4,300,Regular,1.3,Relaxation,Seasonal waterfall in jungle clearing with peaceful pool,No,Local Info
Badopal Hanuman Mandir,Temple,28.2732,74.6977,Bikaner Rajasthan,4.1,98,Regular,1.0,Spiritual,Yellow painted rural temple with twice weekly folk music events,No,TripAdvisor
Mogra Baori,Stepwell,26.9032,75.8113,Jaipur Rajasthan,4.0,39,Regular,1.0,Cultural,Lonely stepwell tucked behind school with wood cover,No,Local Guide
Mohanlalji Mandir,Temple,24.9123,73.8109,Nathdwara Rajasthan,4.6,620,Regular,1.1,Spiritual,Historic Krishna shrine with daily sweets distribution,No,TripAdvisor
Rath Baithak Music Hall,Cultural Venue,26.9218,75.8237,Jaipur Rajasthan,4.2,120,Regular,1.2,Cultural,Traditional space for instrumental classical sessions,No,Local Blogs
Dholi Kund,Stepwell,27.0109,75.825,Jaipur Rajasthan,4.0,42,Regular,1.0,Cultural,Rounded baoli with spiral steps and soft mossy walls,No,Local Guide
Chomu Palace,Heritage Hotel,27.1738,75.7116,Chomu Rajasthan,4.5,1850,Premium,2.0,Historical,Renovated palace serving as hotel and local event venue,Yes,TripAdvisor
Osian Jain Temple,Temple,27.6515,72.4179,Jodhpur Rajasthan,4.6,1300,Regular,1.5,Spiritual,Desert temple known for ornate sandstone sculpture,Yes,Holidify
